stage,environment,algorithm_key,algorithm,commitment_horizon,comm_label,comm_model,comm_level,out_dir,run_id,expected_trials,command
coverage_core,coverage,acbba,ACBBA,5,bernoulli_drop_0_6,bernoulli,0.6,runs/coverage_core_100/raw/acbba/bernoulli_drop_0_6,acbba_bernoulli_drop_0_6,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_bernoulli_drop_0_6"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/bernoulli_drop_0_6"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.6""]"
coverage_core,coverage,acbba,ACBBA,5,bernoulli_drop_0_7,bernoulli,0.7,runs/coverage_core_100/raw/acbba/bernoulli_drop_0_7,acbba_bernoulli_drop_0_7,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_bernoulli_drop_0_7"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/bernoulli_drop_0_7"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.7""]"
coverage_core,coverage,acbba,ACBBA,5,gilbert_elliot_pGG_0_3_pBB_0_7,gilbert_elliot,0.3,runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_3_pBB_0_7,acbba_gilbert_elliot_pGG_0_3_pBB_0_7,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_3_pBB_0_7"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_3_pBB_0_7"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.3""]"
coverage_core,coverage,acbba,ACBBA,5,gilbert_elliot_pGG_0_4_pBB_0_6,gilbert_elliot,0.4,runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_4_pBB_0_6,acbba_gilbert_elliot_pGG_0_4_pBB_0_6,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_4_pBB_0_6"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_4_pBB_0_6"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.4""]"
coverage_core,coverage,acbba,ACBBA,5,gilbert_elliot_pGG_0_5_pBB_0_5,gilbert_elliot,0.5,runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_5_pBB_0_5,acbba_gilbert_elliot_pGG_0_5_pBB_0_5,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_5_pBB_0_5"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_5_pBB_0_5"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.5""]"
coverage_core,coverage,acbba,ACBBA,5,gilbert_elliot_pGG_0_6_pBB_0_4,gilbert_elliot,0.6,runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_6_pBB_0_4,acbba_gilbert_elliot_pGG_0_6_pBB_0_4,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_6_pBB_0_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_6_pBB_0_4"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.6""]"
coverage_core,coverage,acbba,ACBBA,5,gilbert_elliot_pGG_0_7_pBB_0_3,gilbert_elliot,0.7,runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_7_pBB_0_3,acbba_gilbert_elliot_pGG_0_7_pBB_0_3,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_7_pBB_0_3"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_7_pBB_0_3"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.7""]"
coverage_core,coverage,acbba,ACBBA,5,gilbert_elliot_pGG_0_8_pBB_0_2,gilbert_elliot,0.8,runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_8_pBB_0_2,acbba_gilbert_elliot_pGG_0_8_pBB_0_2,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_8_pBB_0_2"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_8_pBB_0_2"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.8""]"
coverage_core,coverage,acbba,ACBBA,5,gilbert_elliot_pGG_0_9_pBB_0_1,gilbert_elliot,0.9,runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_9_pBB_0_1,acbba_gilbert_elliot_pGG_0_9_pBB_0_1,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_9_pBB_0_1"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_9_pBB_0_1"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.9""]"
coverage_core,coverage,acbba,ACBBA,5,gilbert_elliot_pGG_0_95_pBB_0_05,gilbert_elliot,0.95,runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_95_pBB_0_05,acbba_gilbert_elliot_pGG_0_95_pBB_0_05,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_gilbert_elliot_pGG_0_95_pBB_0_05"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/gilbert_elliot_pGG_0_95_pBB_0_05"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.95""]"
coverage_core,coverage,acbba,ACBBA,5,rayleigh_style_sens_neg32_58,rayleigh_style,-32.58,runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg32_58,acbba_rayleigh_style_sens_neg32_58,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_rayleigh_style_sens_neg32_58"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg32_58"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-32.58""]"
coverage_core,coverage,acbba,ACBBA,5,rayleigh_style_sens_neg37_79,rayleigh_style,-37.79,runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg37_79,acbba_rayleigh_style_sens_neg37_79,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_rayleigh_style_sens_neg37_79"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg37_79"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-37.79""]"
coverage_core,coverage,acbba,ACBBA,5,rayleigh_style_sens_neg42_16,rayleigh_style,-42.16,runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg42_16,acbba_rayleigh_style_sens_neg42_16,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_rayleigh_style_sens_neg42_16"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg42_16"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-42.16""]"
coverage_core,coverage,acbba,ACBBA,5,rayleigh_style_sens_neg46_04,rayleigh_style,-46.04,runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg46_04,acbba_rayleigh_style_sens_neg46_04,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_rayleigh_style_sens_neg46_04"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg46_04"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-46.04""]"
coverage_core,coverage,acbba,ACBBA,5,rayleigh_style_sens_neg49_17,rayleigh_style,-49.17,runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg49_17,acbba_rayleigh_style_sens_neg49_17,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_rayleigh_style_sens_neg49_17"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg49_17"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-49.17""]"
coverage_core,coverage,acbba,ACBBA,5,rayleigh_style_sens_neg52_15,rayleigh_style,-52.15,runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg52_15,acbba_rayleigh_style_sens_neg52_15,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_rayleigh_style_sens_neg52_15"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg52_15"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-52.15""]"
coverage_core,coverage,acbba,ACBBA,5,rayleigh_style_sens_neg56_04,rayleigh_style,-56.04,runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg56_04,acbba_rayleigh_style_sens_neg56_04,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_rayleigh_style_sens_neg56_04"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg56_04"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-56.04""]"
coverage_core,coverage,acbba,ACBBA,5,rayleigh_style_sens_neg59_4,rayleigh_style,-59.4,runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg59_4,acbba_rayleigh_style_sens_neg59_4,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.ACBBA:ACBBAAllocator"", ""--algorithm-name"", ""ACBBA"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""acbba_rayleigh_style_sens_neg59_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/acbba/rayleigh_style_sens_neg59_4"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""5"", ""--comm-model"", ""rayleigh_style"", ""--comm-level"", ""-59.4""]"
coverage_core,coverage,pi,PI,1,ideal_1_0,ideal,,runs/coverage_core_100/raw/pi/ideal_1_0,pi_ideal_1_0,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_ideal_1_0"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/ideal_1_0"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""ideal""]"
coverage_core,coverage,pi,PI,1,bernoulli_drop_0_05,bernoulli,0.05,runs/coverage_core_100/raw/pi/bernoulli_drop_0_05,pi_bernoulli_drop_0_05,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_bernoulli_drop_0_05"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/bernoulli_drop_0_05"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.05""]"
coverage_core,coverage,pi,PI,1,bernoulli_drop_0_1,bernoulli,0.1,runs/coverage_core_100/raw/pi/bernoulli_drop_0_1,pi_bernoulli_drop_0_1,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_bernoulli_drop_0_1"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/bernoulli_drop_0_1"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.1""]"
coverage_core,coverage,pi,PI,1,bernoulli_drop_0_2,bernoulli,0.2,runs/coverage_core_100/raw/pi/bernoulli_drop_0_2,pi_bernoulli_drop_0_2,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_bernoulli_drop_0_2"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/bernoulli_drop_0_2"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.2""]"
coverage_core,coverage,pi,PI,1,bernoulli_drop_0_3,bernoulli,0.3,runs/coverage_core_100/raw/pi/bernoulli_drop_0_3,pi_bernoulli_drop_0_3,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_bernoulli_drop_0_3"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/bernoulli_drop_0_3"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.3""]"
coverage_core,coverage,pi,PI,1,bernoulli_drop_0_4,bernoulli,0.4,runs/coverage_core_100/raw/pi/bernoulli_drop_0_4,pi_bernoulli_drop_0_4,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_bernoulli_drop_0_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/bernoulli_drop_0_4"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.4""]"
coverage_core,coverage,pi,PI,1,bernoulli_drop_0_5,bernoulli,0.5,runs/coverage_core_100/raw/pi/bernoulli_drop_0_5,pi_bernoulli_drop_0_5,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_bernoulli_drop_0_5"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/bernoulli_drop_0_5"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.5""]"
coverage_core,coverage,pi,PI,1,bernoulli_drop_0_6,bernoulli,0.6,runs/coverage_core_100/raw/pi/bernoulli_drop_0_6,pi_bernoulli_drop_0_6,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_bernoulli_drop_0_6"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/bernoulli_drop_0_6"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.6""]"
coverage_core,coverage,pi,PI,1,bernoulli_drop_0_7,bernoulli,0.7,runs/coverage_core_100/raw/pi/bernoulli_drop_0_7,pi_bernoulli_drop_0_7,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_bernoulli_drop_0_7"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/bernoulli_drop_0_7"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""bernoulli"", ""--comm-level"", ""0.7""]"
coverage_core,coverage,pi,PI,1,gilbert_elliot_pGG_0_3_pBB_0_7,gilbert_elliot,0.3,runs/coverage_core_100/raw/pi/gilbert_elliot_pGG_0_3_pBB_0_7,pi_gilbert_elliot_pGG_0_3_pBB_0_7,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_gilbert_elliot_pGG_0_3_pBB_0_7"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/gilbert_elliot_pGG_0_3_pBB_0_7"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.3""]"
coverage_core,coverage,pi,PI,1,gilbert_elliot_pGG_0_4_pBB_0_6,gilbert_elliot,0.4,runs/coverage_core_100/raw/pi/gilbert_elliot_pGG_0_4_pBB_0_6,pi_gilbert_elliot_pGG_0_4_pBB_0_6,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_gilbert_elliot_pGG_0_4_pBB_0_6"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/gilbert_elliot_pGG_0_4_pBB_0_6"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.4""]"
coverage_core,coverage,pi,PI,1,gilbert_elliot_pGG_0_5_pBB_0_5,gilbert_elliot,0.5,runs/coverage_core_100/raw/pi/gilbert_elliot_pGG_0_5_pBB_0_5,pi_gilbert_elliot_pGG_0_5_pBB_0_5,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_gilbert_elliot_pGG_0_5_pBB_0_5"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/gilbert_elliot_pGG_0_5_pBB_0_5"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.5""]"
coverage_core,coverage,pi,PI,1,gilbert_elliot_pGG_0_6_pBB_0_4,gilbert_elliot,0.6,runs/coverage_core_100/raw/pi/gilbert_elliot_pGG_0_6_pBB_0_4,pi_gilbert_elliot_pGG_0_6_pBB_0_4,100,"[""/usr/bin/python3"", ""-m"", ""benchmark_sim.run_trials"", ""--trial-mode"", ""coverage"", ""--algorithm"", ""benchmark_sim.algorithms.PI:PIAllocator"", ""--algorithm-name"", ""PI"", ""--grid-size"", ""19"", ""--num-robots"", ""4"", ""--robot-start-layout"", ""edge_even"", ""--condition-id"", ""pi_gilbert_elliot_pGG_0_6_pBB_0_4"", ""--seed"", ""0"", ""--out-dir"", ""runs/coverage_core_100/raw/pi/gilbert_elliot_pGG_0_6_pBB_0_4"", ""--no-parquet"", ""--num-trials"", ""100"", ""--commitment-horizon"", ""1"", ""--comm-model"", ""gilbert_elliot"", ""--comm-level"", ""0.6""]"
