stage,condition_id,grid_size,target_cells_per_robot,robot_count,comm_label,algorithm_key,expected_trials,completed_trials,failed_trials,reported_failures,incomplete_trials,missing_trials,failure_types,failed_trial_ids
grid_clue,g19_d85_ideal_cbaa,19,85,5,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g19_d85_ideal_acbba,19,85,5,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g19_d85_ideal_dmchba,19,85,5,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g19_d85_ideal_hipc,19,85,5,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g19_d85_ideal_pi,19,85,5,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g19_d85_ideal_dga,19,85,5,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g19_d85_bernoulli_025_cbaa,19,85,5,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g19_d85_bernoulli_025_acbba,19,85,5,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g19_d85_bernoulli_025_dmchba,19,85,5,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g19_d85_bernoulli_025_hipc,19,85,5,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g19_d85_bernoulli_025_pi,19,85,5,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g19_d85_bernoulli_025_dga,19,85,5,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g19_d50_ideal_cbaa,19,50,8,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g19_d50_ideal_acbba,19,50,8,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g19_d50_ideal_dmchba,19,50,8,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g19_d50_ideal_hipc,19,50,8,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g19_d50_ideal_pi,19,50,8,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g19_d50_ideal_dga,19,50,8,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g19_d50_bernoulli_025_cbaa,19,50,8,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g19_d50_bernoulli_025_acbba,19,50,8,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g19_d50_bernoulli_025_dmchba,19,50,8,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g19_d50_bernoulli_025_hipc,19,50,8,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g19_d50_bernoulli_025_pi,19,50,8,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g19_d50_bernoulli_025_dga,19,50,8,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g25_d220_ideal_cbaa,25,220,3,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g25_d220_ideal_acbba,25,220,3,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g25_d220_ideal_dmchba,25,220,3,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g25_d220_ideal_hipc,25,220,3,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g25_d220_ideal_pi,25,220,3,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g25_d220_ideal_dga,25,220,3,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g25_d220_bernoulli_025_cbaa,25,220,3,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g25_d220_bernoulli_025_acbba,25,220,3,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g25_d220_bernoulli_025_dmchba,25,220,3,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g25_d220_bernoulli_025_hipc,25,220,3,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g25_d220_bernoulli_025_pi,25,220,3,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g25_d220_bernoulli_025_dga,25,220,3,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g25_d140_ideal_cbaa,25,140,5,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g25_d140_ideal_acbba,25,140,5,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g25_d140_ideal_dmchba,25,140,5,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g25_d140_ideal_hipc,25,140,5,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g25_d140_ideal_pi,25,140,5,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g25_d140_ideal_dga,25,140,5,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g25_d140_bernoulli_025_cbaa,25,140,5,bernoulli_025,cbaa,50,48,2,2,0,0,"{""RuntimeError"": 2}",24 48
grid_clue,g25_d140_bernoulli_025_acbba,25,140,5,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g25_d140_bernoulli_025_dmchba,25,140,5,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g25_d140_bernoulli_025_hipc,25,140,5,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g25_d140_bernoulli_025_pi,25,140,5,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g25_d140_bernoulli_025_dga,25,140,5,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g25_d85_ideal_cbaa,25,85,8,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g25_d85_ideal_acbba,25,85,8,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g25_d85_ideal_dmchba,25,85,8,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g25_d85_ideal_hipc,25,85,8,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g25_d85_ideal_pi,25,85,8,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g25_d85_ideal_dga,25,85,8,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g25_d85_bernoulli_025_cbaa,25,85,8,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g25_d85_bernoulli_025_acbba,25,85,8,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g25_d85_bernoulli_025_dmchba,25,85,8,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g25_d85_bernoulli_025_hipc,25,85,8,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g25_d85_bernoulli_025_pi,25,85,8,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g25_d85_bernoulli_025_dga,25,85,8,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g25_d50_ideal_cbaa,25,50,13,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g25_d50_ideal_acbba,25,50,13,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g25_d50_ideal_dmchba,25,50,13,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g25_d50_ideal_hipc,25,50,13,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g25_d50_ideal_pi,25,50,13,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g25_d50_ideal_dga,25,50,13,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g25_d50_bernoulli_025_cbaa,25,50,13,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_clue,g25_d50_bernoulli_025_acbba,25,50,13,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_clue,g25_d50_bernoulli_025_dmchba,25,50,13,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g25_d50_bernoulli_025_hipc,25,50,13,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_clue,g25_d50_bernoulli_025_pi,25,50,13,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_clue,g25_d50_bernoulli_025_dga,25,50,13,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g34_d220_ideal_cbaa,34,220,6,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g34_d220_ideal_acbba,34,220,6,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g34_d220_ideal_dmchba,34,220,6,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g34_d220_ideal_hipc,34,220,6,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g34_d220_ideal_pi,34,220,6,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g34_d220_ideal_dga,34,220,6,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g34_d220_bernoulli_025_cbaa,34,220,6,bernoulli_025,cbaa,50,45,5,5,0,0,"{""RuntimeError"": 5}",13 18 33 35 38
grid_clue,g34_d220_bernoulli_025_acbba,34,220,6,bernoulli_025,acbba,50,49,1,1,0,0,"{""RuntimeError"": 1}",38
grid_clue,g34_d220_bernoulli_025_dmchba,34,220,6,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g34_d220_bernoulli_025_hipc,34,220,6,bernoulli_025,hipc,50,47,3,3,0,0,"{""RuntimeError"": 3}",13 35 38
grid_clue,g34_d220_bernoulli_025_pi,34,220,6,bernoulli_025,pi,50,47,3,3,0,0,"{""RuntimeError"": 3}",13 18 38
grid_clue,g34_d220_bernoulli_025_dga,34,220,6,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g34_d140_ideal_cbaa,34,140,9,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g34_d140_ideal_acbba,34,140,9,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g34_d140_ideal_dmchba,34,140,9,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g34_d140_ideal_hipc,34,140,9,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g34_d140_ideal_pi,34,140,9,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g34_d140_ideal_dga,34,140,9,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g34_d140_bernoulli_025_cbaa,34,140,9,bernoulli_025,cbaa,50,46,4,4,0,0,"{""RuntimeError"": 4}",11 13 24 38
grid_clue,g34_d140_bernoulli_025_acbba,34,140,9,bernoulli_025,acbba,50,48,2,2,0,0,"{""RuntimeError"": 2}",13 24
grid_clue,g34_d140_bernoulli_025_dmchba,34,140,9,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g34_d140_bernoulli_025_hipc,34,140,9,bernoulli_025,hipc,50,47,3,3,0,0,"{""RuntimeError"": 3}",13 26 38
grid_clue,g34_d140_bernoulli_025_pi,34,140,9,bernoulli_025,pi,50,47,3,3,0,0,"{""RuntimeError"": 3}",13 24 38
grid_clue,g34_d140_bernoulli_025_dga,34,140,9,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_clue,g34_d85_ideal_cbaa,34,85,14,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g34_d85_ideal_acbba,34,85,14,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g34_d85_ideal_dmchba,34,85,14,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g34_d85_ideal_hipc,34,85,14,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g34_d85_ideal_pi,34,85,14,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g34_d85_ideal_dga,34,85,14,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g34_d85_bernoulli_025_cbaa,34,85,14,bernoulli_025,cbaa,50,41,9,9,0,0,"{""RuntimeError"": 9}",7 11 13 15 18 35 38 40 43
grid_clue,g34_d85_bernoulli_025_acbba,34,85,14,bernoulli_025,acbba,50,46,4,4,0,0,"{""RuntimeError"": 4}",7 13 18 38
grid_clue,g34_d85_bernoulli_025_dmchba,34,85,14,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g34_d85_bernoulli_025_hipc,34,85,14,bernoulli_025,hipc,50,43,7,7,0,0,"{""RuntimeError"": 7}",7 13 15 18 35 38 40
grid_clue,g34_d85_bernoulli_025_pi,34,85,14,bernoulli_025,pi,50,45,5,5,0,0,"{""RuntimeError"": 5}",7 13 18 38 40
grid_clue,g34_d85_bernoulli_025_dga,34,85,14,bernoulli_025,dga,50,48,2,2,0,0,"{""RuntimeError"": 2}",35 40
grid_clue,g34_d50_ideal_cbaa,34,50,24,ideal,cbaa,50,50,0,0,0,0,{},
grid_clue,g34_d50_ideal_acbba,34,50,24,ideal,acbba,50,50,0,0,0,0,{},
grid_clue,g34_d50_ideal_dmchba,34,50,24,ideal,dmchba,50,50,0,0,0,0,{},
grid_clue,g34_d50_ideal_hipc,34,50,24,ideal,hipc,50,50,0,0,0,0,{},
grid_clue,g34_d50_ideal_pi,34,50,24,ideal,pi,50,50,0,0,0,0,{},
grid_clue,g34_d50_ideal_dga,34,50,24,ideal,dga,50,50,0,0,0,0,{},
grid_clue,g34_d50_bernoulli_025_cbaa,34,50,24,bernoulli_025,cbaa,50,37,13,13,0,0,"{""RuntimeError"": 13}",4 5 7 9 11 13 15 18 34 35 38 40 48
grid_clue,g34_d50_bernoulli_025_acbba,34,50,24,bernoulli_025,acbba,50,43,7,7,0,0,"{""RuntimeError"": 7}",5 7 13 15 18 38 40
grid_clue,g34_d50_bernoulli_025_dmchba,34,50,24,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_clue,g34_d50_bernoulli_025_hipc,34,50,24,bernoulli_025,hipc,50,41,9,9,0,0,"{""RuntimeError"": 9}",4 7 11 13 15 18 35 38 40
grid_clue,g34_d50_bernoulli_025_pi,34,50,24,bernoulli_025,pi,50,39,11,11,0,0,"{""RuntimeError"": 11}",5 7 9 11 13 15 18 34 35 38 40
grid_clue,g34_d50_bernoulli_025_dga,34,50,24,bernoulli_025,dga,50,49,1,1,0,0,"{""RuntimeError"": 1}",40
grid_known,g14_d220_t10_ideal_cbaa,14,220,1,ideal,cbaa,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_ideal_acbba,14,220,1,ideal,acbba,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_ideal_dmchba,14,220,1,ideal,dmchba,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_ideal_hipc,14,220,1,ideal,hipc,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_ideal_pi,14,220,1,ideal,pi,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_ideal_dga,14,220,1,ideal,dga,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_bernoulli_025_cbaa,14,220,1,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_bernoulli_025_acbba,14,220,1,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_bernoulli_025_dmchba,14,220,1,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_bernoulli_025_hipc,14,220,1,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_bernoulli_025_pi,14,220,1,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_known,g14_d220_t10_bernoulli_025_dga,14,220,1,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_ideal_cbaa,14,140,2,ideal,cbaa,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_ideal_acbba,14,140,2,ideal,acbba,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_ideal_dmchba,14,140,2,ideal,dmchba,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_ideal_hipc,14,140,2,ideal,hipc,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_ideal_pi,14,140,2,ideal,pi,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_ideal_dga,14,140,2,ideal,dga,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_bernoulli_025_cbaa,14,140,2,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_bernoulli_025_acbba,14,140,2,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_bernoulli_025_dmchba,14,140,2,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_bernoulli_025_hipc,14,140,2,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_bernoulli_025_pi,14,140,2,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_known,g14_d140_t10_bernoulli_025_dga,14,140,2,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_ideal_cbaa,14,85,3,ideal,cbaa,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_ideal_acbba,14,85,3,ideal,acbba,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_ideal_dmchba,14,85,3,ideal,dmchba,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_ideal_hipc,14,85,3,ideal,hipc,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_ideal_pi,14,85,3,ideal,pi,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_ideal_dga,14,85,3,ideal,dga,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_bernoulli_025_cbaa,14,85,3,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_bernoulli_025_acbba,14,85,3,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_bernoulli_025_dmchba,14,85,3,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_bernoulli_025_hipc,14,85,3,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_bernoulli_025_pi,14,85,3,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_known,g14_d85_t10_bernoulli_025_dga,14,85,3,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_ideal_cbaa,14,50,4,ideal,cbaa,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_ideal_acbba,14,50,4,ideal,acbba,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_ideal_dmchba,14,50,4,ideal,dmchba,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_ideal_hipc,14,50,4,ideal,hipc,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_ideal_pi,14,50,4,ideal,pi,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_ideal_dga,14,50,4,ideal,dga,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_bernoulli_025_cbaa,14,50,4,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_bernoulli_025_acbba,14,50,4,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_bernoulli_025_dmchba,14,50,4,bernoulli_025,dmchba,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_bernoulli_025_hipc,14,50,4,bernoulli_025,hipc,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_bernoulli_025_pi,14,50,4,bernoulli_025,pi,50,50,0,0,0,0,{},
grid_known,g14_d50_t10_bernoulli_025_dga,14,50,4,bernoulli_025,dga,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_ideal_cbaa,19,220,2,ideal,cbaa,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_ideal_acbba,19,220,2,ideal,acbba,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_ideal_dmchba,19,220,2,ideal,dmchba,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_ideal_hipc,19,220,2,ideal,hipc,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_ideal_pi,19,220,2,ideal,pi,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_ideal_dga,19,220,2,ideal,dga,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_bernoulli_025_cbaa,19,220,2,bernoulli_025,cbaa,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_bernoulli_025_acbba,19,220,2,bernoulli_025,acbba,50,50,0,0,0,0,{},
grid_known,g19_d220_t10_bernoulli_025_dmchba,19,220,2,bernoulli_025,dmchba,50,50,0,0,0,0,{},
